gene_name	Names	class	Type	final_score.ima	final_score.res	Difference.SENS.Ima_SENS.CTRL	Difference.RES.CTRL_SENS.CTRL	C..method.res	C..GOBP.slim.name_	C..KEGG.name_	T..UNIPROT.ima	T..mf	T..method.ima	T..UNIPROT.res	N..Size	N..P.value	N..Benj..Hoch..FDR	combined_score.ima	combined_score.res
PGK1	Glycolysis / Gluconeogenesis	all_up	KEGG name	0.305951	0.367455	0.201315	0.397022	proteoscore	alcohol metabolic process;biosynthetic process;carbohydrate metabolic process;cell differentiation;cellular metabolic process;cellular process;developmental process;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process	Carbon fixation in photosynthetic organisms;Glycolysis / Gluconeogenesis	P00558	kin	proteoscore	P00558	38	0.00184111	0.0162754	0.06159252556499999	0.14588771900999997
PKMYT1	cell cycle	all_down	GOBP slim name	-0.51965	-3.68884	-0.119064	-0.0959194	proteoscore	biological regulation;cell cycle;cellular component organization;cellular process;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process	Cell cycle;Oocyte meiosis;Progesterone-mediated oocyte maturation	Q99640	kin	proteoscore	Q99640	1227	9.05768e-9	1.25902e-6	0.061871607599999996	0.353831319496
PKMYT1	mitosis	all_down	GOBP slim name	-0.51965	-3.68884	-0.186048	-0.0727376	proteoscore	biological regulation;cell cycle;cellular component organization;cellular process;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process	Cell cycle;Oocyte meiosis;Progesterone-mediated oocyte maturation	Q99640	kin	proteoscore	Q99640	552	8.66428e-8	6.02167e-6	0.09667984319999999	0.268317368384
PKMYT1	mitotic cell cycle	all_down	GOBP slim name	-0.51965	-3.68884	-0.164848	-0.0926452	proteoscore	biological regulation;cell cycle;cellular component organization;cellular process;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process	Cell cycle;Oocyte meiosis;Progesterone-mediated oocyte maturation	Q99640	kin	proteoscore	Q99640	884	5.54953e-10	1.54277e-7	0.08566326319999999	0.341753319568
PKMYT1	nuclear division	all_down	GOBP slim name	-0.51965	-3.68884	-0.186048	-0.0727376	proteoscore	biological regulation;cell cycle;cellular component organization;cellular process;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process	Cell cycle;Oocyte meiosis;Progesterone-mediated oocyte maturation	Q99640	kin	proteoscore	Q99640	552	8.66428e-8	8.0289e-6	0.09667984319999999	0.268317368384
PKMYT1	organelle fission	all_down	GOBP slim name	-0.51965	-3.68884	-0.181224	-0.0616351	proteoscore	biological regulation;cell cycle;cellular component organization;cellular process;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process	Cell cycle;Oocyte meiosis;Progesterone-mediated oocyte maturation	Q99640	kin	proteoscore	Q99640	574	1.32353e-7	6.13235e-6	0.09417305159999999	0.227362022284
PKMYT1	regulation of mitotic cell cycle	all_down	GOBP slim name	-0.51965	-3.68884	-0.110904	-0.0479277	proteoscore	biological regulation;cell cycle;cellular component organization;cellular process;mitosis;mitotic cell cycle;nuclear division;organelle fission;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process	Cell cycle;Oocyte meiosis;Progesterone-mediated oocyte maturation	Q99640	kin	proteoscore	Q99640	600	8.21438e-4	0.00518999	0.057631263599999996	0.176797616868
CDK13	regulation of mitotic cell cycle	all_down	GOBP slim name	-0.515812513	-0.453182	-0.110904	-0.0479277	VIPER	anatomical structure development;biological regulation;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;developmental process;macromolecule metabolic process;macromolecule modification;metabolic process;mRNA metabolic process;mRNA processing;multicellular organismal development;multicellular organismal process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;RNA metabolic process;RNA processing;RNA splicing;viral reproduction	NA	Q14004	kin	VIPER	Q14004	600	8.21438e-4	0.00518999	0.057205670941751996	0.021719970941399998
PRKCA	cell activation	all_up	GOBP slim name	2.55455	1.17795	0.0170277	0.15036	PhosphoScore	anatomical structure formation involved in morphogenesis;biological adhesion;biological regulation;cell activation;cell adhesion;cell communication;cell cycle;cell differentiation;cell junction organization;cell motility;cell-cell signaling;cellular component assembly;cellular component disassembly;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular membrane organization;cellular metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;coagulation;detection of stimulus;developmental process;energy reserve metabolic process;extracellular matrix organization;extracellular structure organization;generation of precursor metabolites and energy;histone modification;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;regulation of transport;response to abiotic stimulus;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction;signaling;small molecule metabolic process	African trypanosomiasis;Aldosterone-regulated sodium reabsorption;Amoebiasis;Calcium signaling pathway;Endocrine and other factor-regulated calcium reabsorption;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Gastric acid secretion;Glioma;Leukocyte transendothelial migration;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - yeast;Melanogenesis;Natural killer cell mediated cytotoxicity;Non-small cell lung cancer;Pancreatic secretion;Pathways in cancer;Phosphatidylinositol signaling system;Phototransduction - fly;Salivary secretion;Tight junction;Vascular smooth muscle contraction;VEGF signaling pathway;Vibrio cholerae infection;Wnt signaling pathway	P17252	kin	PhosphoScore	P17252	418	1.75784e-4	0.00180993	0.043498111034999995	0.177116562
PRKCA	cell-cell signaling	all_up	GOBP slim name	2.55455	1.17795	0.123239	0.184626	PhosphoScore	anatomical structure formation involved in morphogenesis;biological adhesion;biological regulation;cell activation;cell adhesion;cell communication;cell cycle;cell differentiation;cell junction organization;cell motility;cell-cell signaling;cellular component assembly;cellular component disassembly;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular membrane organization;cellular metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;coagulation;detection of stimulus;developmental process;energy reserve metabolic process;extracellular matrix organization;extracellular structure organization;generation of precursor metabolites and energy;histone modification;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;regulation of transport;response to abiotic stimulus;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction;signaling;small molecule metabolic process	African trypanosomiasis;Aldosterone-regulated sodium reabsorption;Amoebiasis;Calcium signaling pathway;Endocrine and other factor-regulated calcium reabsorption;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Gastric acid secretion;Glioma;Leukocyte transendothelial migration;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - yeast;Melanogenesis;Natural killer cell mediated cytotoxicity;Non-small cell lung cancer;Pancreatic secretion;Pathways in cancer;Phosphatidylinositol signaling system;Phototransduction - fly;Salivary secretion;Tight junction;Vascular smooth muscle contraction;VEGF signaling pathway;Vibrio cholerae infection;Wnt signaling pathway	P17252	kin	PhosphoScore	P17252	96	0.0153634	0.0431417	0.31482018745	0.21748019670000002
PRKCA	energy reserve metabolic process	all_up	GOBP slim name	2.55455	1.17795	0.254654	0.231017	PhosphoScore	anatomical structure formation involved in morphogenesis;biological adhesion;biological regulation;cell activation;cell adhesion;cell communication;cell cycle;cell differentiation;cell junction organization;cell motility;cell-cell signaling;cellular component assembly;cellular component disassembly;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular membrane organization;cellular metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;coagulation;detection of stimulus;developmental process;energy reserve metabolic process;extracellular matrix organization;extracellular structure organization;generation of precursor metabolites and energy;histone modification;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;mitotic cell cycle;multicellular organismal process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;regulation of transport;response to abiotic stimulus;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction;signaling;small molecule metabolic process	African trypanosomiasis;Aldosterone-regulated sodium reabsorption;Amoebiasis;Calcium signaling pathway;Endocrine and other factor-regulated calcium reabsorption;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Gastric acid secretion;Glioma;Leukocyte transendothelial migration;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - yeast;Melanogenesis;Natural killer cell mediated cytotoxicity;Non-small cell lung cancer;Pancreatic secretion;Pathways in cancer;Phosphatidylinositol signaling system;Phototransduction - fly;Salivary secretion;Tight junction;Vascular smooth muscle contraction;VEGF signaling pathway;Vibrio cholerae infection;Wnt signaling pathway	P17252	kin	PhosphoScore	P17252	87	4.03098e-4	0.00294898	0.6505263756999999	0.27212647515
